respid,collect.id,startdate,enddate,freq.visit,freq.other,access.train,access.unitrans,access.amtrakbus,access.park,access.enjoy,access.other,time.visit,time.other,duration.visit,who.with,with.other,tripstart,start.other,tripend,end.other,zip,access.mode,access.other,walk.far,walk.issues,walk.weather,walk.safety,walk.facilities,bike.facilities,bike.far,bike.notown,bike.network,bike.safety,bike.ability,bike.weather,bike.amenities,bike.issues,bike.never,bike.parking,transit.farhome,transit.farwork,transit.time,transit.costs,transit.complex,transit.safety,transit.routes,transit.times,transit.frequency,transit.parkingcheap,transit.never,transit.unreliable,safety.satisfied,bike.satisfied,walk.satisfied,transit.satisfied,driving.satisfied,parking.satisfied,activity.satisfied,architecture.enjoy,access.enjoy,clean.enjoy,quiet.ejoy,lively.enjoy,parking.enjoy,useful.enjoy,other.enjoy,bus.support,signs.support,pedestrian.support,dropoff.support,bikepark.support,carpark.support,bathroom.support,art.support,coffee.support,bikevalet.support,stores.support,housing.support,office.support,plaza.support,cultural.support,evcharge.support,indoorbike.support,openresponse,noneed.prevent,difficult.prevent,parking.prevent,safety.prevent,trainservice.prevent,activity.prevent,bus.encourage,signs.encourage,pedestrain.encourage,dropoff.encourage,bikepark.encourage,carpark.encourage,bathroom.encourage,art.encourage,coffee.encourage,bikevalet.enocurage,store.encourage,housing.encourage,office.encourage,activespace.encourage,performance.encourage,openspace.encourage,plaza.encourage,cultural.encourage,evcharge.encourage,trainservice.encourage,future.vision,zipcode,updates,gender,gender.other,lgbt,asian,black.african,Caucasian,hispanic.latinx,native.american,pacific.island,ethnicity.notsay,ethnicity.other,age,hh.ft.wrkr,hhincome,hhvehicles
10770340784,235066737,2019-06-01 7:04:23,2019-06-01 7:06:56,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither true nor false,True,Somewhat true,True,Somewhat true,True,Probably not,Maybe,Definitely not,Maybe,Definitely not,Maybe,Maybe,Maybe,Maybe,Definitely not,Maybe,Definitely not,Definitely not,Maybe,Definitely not,Definitely not,Maybe,Maybe,Yes,Yes,Needs beter advertising,95616,Yes,Male,,No,,,Caucasian,,,,,,55-64,1,"Over $150,000",3
10769639695,235066737,2019-05-31 16:50:14,2019-05-31 17:05:31,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,30 minutes - 1 hour,A group of friends or colleagues.,,"Somewhere else in Yolo County (Woodland, West Sacramento, etc.)",,Bay Area,,95776,I drive alone,,First reason,,,,,,,,,,,,,,,First reason,,,,,,,First reason,,,,,,Neutral,Dissatisfied,Neutral,Very Dissatisfied,Neutral,Satisfied,Neutral,,,,,,Convenient parking,,,Strongly support,Neutral,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Neutral,Support,Neutral,Support,Strongly support,Strongly support,"Yolobus does not go to the davis station. bike security is absolutely atrocious. too many homeless at station at different times. egress is tough to get to 80 when leaving. station needs more, better, and cleaner bathrooms. Expand the village bakery.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,,Caucasian,,,,,,65+,1,"Between $100,000 and $150,000",2
10769638651,235066737,2019-05-31 16:49:25,2019-05-31 16:54:34,2 to 4 days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5 minutes or less,I'm always alone.,,"Sacramento County (Sacramento, Elk Grove, Rancho Cordova, Citrus Heights, etc.)",,Downtown Davis,,95691,I bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Satisfied,Historic architecture,,Clean and well-maintained,Quiet,,,,,Support,Support,Support,Support,Support,Support,Support,Support,Support,Neutral,Support,Neutral,Support,Support,Neutral,Support,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,,Yes,,,Caucasian,,,,,,35-44,2,"Over $150,000",2
10769532087,235066737,2019-05-31 15:33:42,2019-05-31 15:45:31,2 to 4 days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning only,,5-30 minutes,I'm always alone.,,"Somewhere else in Yolo County (Woodland, West Sacramento, etc.)",,"Sacramento County (Sacramento, Elk Grove, Rancho Cordova, Citrus Heights, etc.)",,95695,I drive alone,,First reason,,Third reason,Second reason,,,First reason,,Second reason,,,,Third reason,,,,First reason,Second reason,,,,,Third reason,,,,,,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Very Dissatisfied,Neutral,,,,,,,Useful transportation services,,Strongly support,Strongly support,Strongly support,Strongly support,Support,Strongly support,Strongly support,Support,Support,Neutral,Strongly support,Neutral,Support,Strongly support,Support,Support,Strongly oppose,Updated station amenities. More public restrooms separated from the depot. Currently seems like passengers are sharing restrooms with public/homeless. Better/more parking ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,25-34,2,"Between $100,000 and $150,000",2
10769508003,235066737,2019-05-31 15:20:22,2019-05-31 15:28:34,2 to 4 days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning only,,5-30 minutes,I'm always alone.,,Downtown Davis,,"Sacramento County (Sacramento, Elk Grove, Rancho Cordova, Citrus Heights, etc.)",,95616,I drive alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10769215352,235066737,2019-05-31 12:46:32,2019-05-31 13:11:27,2 to 4 days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning only,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,"Sacramento County (Sacramento, Elk Grove, Rancho Cordova, Citrus Heights, etc.)",,95616,I drive alone,,First reason,,Second reason,,Third reason,,Second reason,,,,,First reason,Third reason,,,,,,,,,,First reason,,Second reason,Third reason,,,Satisfied,Very Satisfied,Satisfied,Neutral,Satisfied,Very Dissatisfied,Neutral,Historic architecture,Easy to access location,,,,Convenient parking,,,Neutral,Support,Strongly support,Support,Support,Strongly support,Strongly support,Support,Support,Strongly oppose,Neutral,Oppose,Neutral,Support,Neutral,Neutral,Neutral,Better indoor seating. Re-purposing the unused tower building (across from the Station).  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,,,,,,,Caucasian,55-64,2,,2
10768392616,235066737,2019-05-31 6:57:17,2019-05-31 7:05:09,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Bay Area,,95618,I drive alone,,First reason,,,,,,,,,,,First reason,,,,,,,,,,,,,,,First reason,,Dissatisfied,Satisfied,Satisfied,,Satisfied,Very Dissatisfied,Dissatisfied,,Easy to access location,,,,,,,Neutral,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Support,Oppose,Oppose,Neutral,Neutral,Neutral,Support,Support,Strongly support,Strongly support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,No,,,Caucasian,,,,,,35-44,3,"Over $150,000",2
10768183328,235066737,2019-05-31 5:29:03,2019-05-31 5:39:48,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Bay Area,,95616,I get picked up/dropped off by a friend or family member,,First reason,Third reason,Second reason,,,,,,,,,Second reason,,Third reason,,First reason,,,First reason,,,,,,Second reason,,,,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Very Dissatisfied,Neutral,Historic architecture,Easy to access location,Clean and well-maintained,,,,,,Support,Strongly support,Neutral,Support,Strongly support,Strongly support,Strongly support,Neutral,Oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Neutral,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Prefer not to say,,Prefer not to say,,,,,,,Prefer not to say,,65+,0,,2
10767150457,235066737,2019-05-30 17:21:09,2019-05-30 17:24:12,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Neither true nor false,True,False,Neither true nor false,False,Probably not,Probably not,Probably not,Yes,Probably not,Yes,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,,95688,Yes,Male,,No,,,Caucasian,,,,,,55-64,1,"Between $100,000 and $150,000",2
10767100798,235066737,2019-05-30 16:49:23,2019-05-30 17:01:02,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Somewhere else in Davis,,95616,I bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfied,Satisfied,Dissatisfied,,Dissatisfied,Very Dissatisfied,Neutral,Historic architecture,Easy to access location,Clean and well-maintained,,,,,,,Support,Strongly support,Strongly support,Strongly support,Oppose,Strongly support,Strongly support,Support,Support,Support,Oppose,Neutral,Support,Strongly support,Neutral,Support,"Many people walk across the tracks from J St or K St because it is very inconvenient to walk all the way around to 2nd st - is there any way to add safe pedestrian access from one of those routes? More benches with shade cover are greatly needed and more covered bike parking. The main entrance is often congested in the afternoon with cars, bikes and pedestrians in conflict. More amenities would be great because the trains are frequently late so people spend a lot of time waiting. WiFi would be nice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,35-44,2,"Between $100,000 and $150,000",2
10766816994,235066737,2019-05-30 14:15:41,2019-05-30 14:22:50,Once a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,"Sacramento County (Sacramento, Elk Grove, Rancho Cordova, Citrus Heights, etc.)",,95618,I drive alone,,First reason,,,,,Second reason,,,,,,Third reason,,,,First reason,First reason,,,,,,,,,Second reason,,Third reason,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Dissatisfied,Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,Quiet,Lively,Convenient parking,Useful transportation services,,Support,Support,Support,Support,Strongly support,Strongly support,Support,Strongly support,Support,Strongly support,Support,Oppose,Oppose,Neutral,Support,Strongly support,Strongly support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,,Caucasian,,,,,,,2,,4 or more
10766708329,235066737,2019-05-30 13:28:22,2019-05-30 13:33:13,2 to 4 days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,"Sacramento County (Sacramento, Elk Grove, Rancho Cordova, Citrus Heights, etc.)",,Downtown Davis,,95819,I walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Neutral,Satisfied,,Easy to access location,Clean and well-maintained,,,,,,Support,Support,Neutral,Support,Support,Neutral,Support,Support,Neutral,Neutral,Neutral,Oppose,Oppose,Neutral,Neutral,Support,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,,No,,,Caucasian,,,,,,55-64,0,"Over $150,000",2
10766006820,235066737,2019-05-30 9:03:53,2019-05-30 9:10:27,2 to 4 days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,"Solano County (Vallejo, Fairfield, Vacaville, etc.)",,"Solano County (Vallejo, Fairfield, Vacaville, etc.)",,94510,Other (please specify),"walk from in am, dropped off in evenings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfied,,Very Satisfied,,Very Satisfied,,,,Easy to access location,Clean and well-maintained,Quiet,,,,,,Neutral,Support,Neutral,,Neutral,Strongly support,Support,Support,,,Strongly oppose,Strongly oppose,Neutral,Support,Support,,Maybe update the waiting area and bathrooms. The bathrooms are much better then the Martinez station.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,45-54,2,"Over $150,000",2
10765954861,235066737,2019-05-30 8:46:39,2019-05-30 8:51:28,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5 minutes or less,I'm always alone.,,Somewhere else in Davis,,Somewhere else in Davis,,95616,I drive alone,,First reason,,Second reason,,,,,,,,,First reason,,,,,,,First reason,,,,,,Second reason,,,,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Satisfied,Dissatisfied,Neutral,Historic architecture,Easy to access location,,,,,Useful transportation services,,,,,Strongly support,,Strongly support,,Strongly support,,,,Strongly support,,Strongly support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,45-54,2,"Over $150,000",2
10765899221,235066737,2019-05-30 8:28:56,2019-05-30 8:44:58,2 to 4 days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,Take my grandchildren to see the trains come and go,Morning and evening,,5-30 minutes,"I travel with a friend, colleague, or family member.",,Somewhere else in Davis,,Somewhere else in Davis,,95616,I walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dissatisfied,Neutral,Very Satisfied,Neutral,Neutral,Dissatisfied,Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,,,,,Area for kids to play on the grass and rocks,Neutral,Neutral,Strongly support,Support,Support,Strongly support,Neutral,Neutral,Oppose,Support,Support,Strongly oppose,Strongly oppose,Strongly support,Oppose,Strongly support,Support,Fenced play structure for kids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,,,,,,,European,65+,3,"Between $75,000 and $99,999",3
10765781308,235066737,2019-05-30 7:49:58,2019-05-30 8:05:13,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5 minutes or less,I'm always alone.,,Somewhere else in Davis,,Bay Area,,95618,I drive alone,,First reason,,,,,,,,,First reason,,,,,,,,,,,,,,,,,First reason,,Satisfied,Neutral,Neutral,Neutral,Satisfied,Very Satisfied,Neutral,Historic architecture,,,,Lively,Convenient parking,,,Neutral,Support,Support,Neutral,Support,Support,Strongly support,Strongly support,Neutral,Neutral,Strongly oppose,Strongly oppose,Strongly oppose,Neutral,Support,Neutral,Neutral,"As a commuter of 5 days a week for 14 years, please do not charge me parking fee for commuting to work everyday.  Improvements are welcomed, however, the questions are not well designed in terms of for early commuters. At 5 am in the morning, there is no public transportation, so the questions are not applicable.   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,35-44,1,,2
10765713222,235066737,2019-05-30 7:26:45,2019-05-30 7:35:30,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Downtown Davis,,Bay Area,,95616,I walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfied,Neutral,Satisfied,Neutral,Satisfied,Neutral,Dissatisfied,Historic architecture,Easy to access location,,Quiet,,,,,Neutral,Neutral,Support,Neutral,Support,Support,Strongly support,Support,Support,Neutral,Support,Support,Oppose,Neutral,Neutral,Support,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,,No,,,Caucasian,,,,,,25-34,1,"Between $50,000 and $74,999",1
10765707621,235066737,2019-05-30 7:25:01,2019-05-30 7:28:41,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,"Somewhere else in Yolo County (Woodland, West Sacramento, etc.)",,"Somewhere else in Yolo County (Woodland, West Sacramento, etc.)",,95695,I drive alone,,First reason,,Third reason,Second reason,,,First reason,,Second reason,Third reason,,,,,,,,,First reason,,,,,Third reason,Second reason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10764564435,235066737,2019-05-29 20:21:58,2019-05-29 20:26:45,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Somewhere else in Davis,,95618,I bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,,Easy to access location,Clean and well-maintained,,,Convenient parking,,adjacent to downtown,Support,Support,Neutral,Strongly support,Neutral,Neutral,Neutral,Strongly support,Neutral,Neutral,Oppose,Oppose,Oppose,Neutral,Neutral,Neutral,Neutral,I find the Davis Amtrak Station perfect as it is. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,65+,1,"Between $100,000 and $150,000",2
10764542613,235066737,2019-05-29 20:06:27,2019-05-29 20:12:42,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,To enjoy the public spaces at the station.,,Morning and evening,,5-30 minutes,I'm always alone.,,"Sacramento County (Sacramento, Elk Grove, Rancho Cordova, Citrus Heights, etc.)",,UC Davis,,95816,I walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dissatisfied,Neutral,Satisfied,Neutral,Neutral,Neutral,Dissatisfied,,Easy to access location,,Quiet,,,,I like sitting on the grass/rocks adjacent to the tracks,Neutral,Support,Oppose,Support,Neutral,Neutral,Support,Support,Support,Oppose,Oppose,Strongly oppose,Oppose,Neutral,Support,Neutral,Neutral,I overall like the station. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,,Caucasian,,,,,,25-34,2,"Between $100,000 and $150,000",1
10764401950,235066737,2019-05-29 18:41:35,2019-05-29 19:17:33,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,To access Amtrak bus connections.,,,,Morning and evening,,More than 1 hour,I'm always alone.,,"Somewhere else in Yolo County (Woodland, West Sacramento, etc.)",,"Sacramento County (Sacramento, Elk Grove, Rancho Cordova, Citrus Heights, etc.)",,95695,I drive alone,,First reason,,,,,,First reason,,,,,,,,,,,,,,,,First reason,,,,,,Satisfied,Neutral,Neutral,Dissatisfied,Neutral,Dissatisfied,Neutral,Historic architecture,,,,,,,,Support,Support,Neutral,Strongly support,Neutral,Strongly support,Support,Neutral,Support,Neutral,Neutral,Strongly oppose,Strongly oppose,Oppose,Neutral,Strongly support,Neutral,"A parking structure, rather than a parking lot, would be the single biggest benefit for most commuters. Electric vehicle charging that acknowledges that much of the weekday ridership is commuting to the Bay Area and needs 10 or 12 hours without incurring a parking fine would better encourage hybrid and electric commuting. Beyond those things, I feel the station is not well leveraged as a regional transit hub. Access to and from the station forces commuters through low-speed downtown streets and busy intersections, rather than more direct routing from the nearby freeway or larger boulevards. Regional bus connections are non-existent. Also: station maintenance is often poor, with trash littering the area for days. The track configuration often causes one train to wait while another one is taking on and letting off passengers. I feel there is much potential in the place, but the overall layout and planning have sharply limited the user experience.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,No,,,Caucasian,,,,,,45-54,1,"Between $50,000 and $74,999",1
